country,year,pop,areakm2 ,gdpnom,flights - WB,hotels,hotrooms,expend,receipt,ovnarriv,dayvisit,crusvis,arrpleas,arrbus,arrair,arrwat,emptour,carrycap,exptour,expbus,travx,travpas,arrafr,arram,arreap,arreur,arrme,arrse,arroth,arrausl,arrbel,araus,arrfra,arrger,arrchn,arrit,arrnet,arrswz,arrind,arruae,arrreu,arrsey,arrspa,arrsin,arrsaf,arrrus,arrswe,arruk,arrmad,ocrooms,ocbed,avstay,avcap,intrxgdp,ottexpdg,tbalgdp,topen,tcov,intxexg,intxexs,intxexal,intxcac,oteximg,otxims,otximal,otxcad
26,0,1292000,5131,8157000000,25982,.,.,.,371000000,399000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
26,1,1297000,5131,8826000000,27908,.,.,.,361000000,383000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
26,2,1302000,5131,9009000000,23076,.,.,.,402000000,384000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
26,3,1306000,5131,11305000000,17731,.,.,.,437000000,409000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
26,4,1311000,5131,13280000000,17483,.,.,.,568000000,433000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
26,5,1315000,5131,15982000000,14298,.,.,.,593000000,463000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
26,6,1320000,5131,18369000000,13878,.,.,.,517000000,461000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
26,7,1326000,5131,21642000000,14703,.,6048,621000000,621000000,449000,82000,82000,364000,85000,449000,82000,.,0.34,356,107,463,158,1000,356000,6000,83000,.,3000,.,1290,452,618,2323,5422,1824,1110,3897,951,2656,170,.,.,762,92,567,117,2326,58660,4,49,.,.,.,2.9,0.7,2.2,3.6,400.6,4.7,67.2,4.4,4.3,2,40.4,1.9,1.9
26,8,1331000,5131,27870000000,15017,.,6048,557000000,557000000,437000,45000,45000,348000,89000,437000,45000,.,0.33,189,208,397,160,1000,365000,5000,63000,.,2000,1000,910,487,469,2277,4876,1936,920,3141,834,2017,171,.,.,745,99,366,81,1495,42924,2,49,.,.,.,2,0.4,1.6,2.4,546.1,3,59.5,2.8,2.8,1.1,31.3,1,1
26,9,1336000,5131,19662000000,14247,.,.,548000000,548000000,419000,115000,115000,328000,90000,419000,115000,.,0.31,310,57,367,181,2000,351000,5000,58000,.,2000,1000,950,453,437,2177,4895,2057,1062,2409,899,1894,188,.,.,808,209,406,84,1286,38400,.,49.2,.,.,.,2.8,0.7,2.1,3.5,402.9,6,71.7,5.5,5.3,2,35.5,1.9,1.8
26,10,1341000,5131,20593000000,28909,.,.,630000000,630000000,386000,102000,102000,312000,74000,386000,102000,.,0.29,396,53,450,180,1000,325000,5000,52000,.,2000,1000,819,409,533,1829,4657,1548,986,2202,920,1344,133,.,.,879,139,370,79,1109,34179,1,51.7,.,.,.,3,0.5,2.6,3.5,649.5,5.6,72.1,5.2,5,1.5,24.9,1.4,1.3
26,11,1346350,5131,23586000000,36648,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
26,12,.,5131,25277000000,36648,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
27,0,408700,28400,381000000,11481,.,.,.,4000000,5000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
27,1,420200,28400,380000000,12496,.,.,.,8800000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
27,2,432100,28400,324000000,13011,.,.,.,800000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
27,3,444300,28400,314000000,9745,.,.,.,1600000,7000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
27,4,456900,28400,363000000,11512,.,.,.,3520000,5600,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
27,5,469800,28400,429000000,12318,.,.,.,6400000,9000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
27,6,483000,28400,471000000,13883,.,.,.,35300000,11000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
27,7,496500,28400,516000000,13640,.,1258,37800000,37800000,14000,1400,.,7500,6200,13700,0,.,0.03,12.5,14.8,27.3,10.5,.,1000,11600,900,.,.,200,5960,.,.,48,87,.,63,125,.,.,.,.,.,.,.,.,.,,318,.,.,.,14,5.18,.,.,.,.,106.2,23,64.1,16.9,11.1,13.6,36.8,9.9,9.3
27,8,510200,28400,608000000,13649,.,1324,40600000,40600000,16000,.,.,9700,6500,16300,0,.,0.03,18.8,18.1,36.9,3.7,.,1200,13800,1100,.,.,200,7413,.,.,91,124,.,37,37,.,.,.,.,.,.,.,.,.,,457,.,.,.,14,4.99,.,.,.,.,100.2,19.3,68.8,15.1,9.8,13.8,34.9,9.9,9.2
27,9,524100,28400,598000000,13529,.,.,50000000,50000000,18000,.,.,10800,7500,18300,0,.,0.03,23,21.1,44.1,5.9,.,1100,15900,1100,.,.,200,8902,.,.,81,100,.,66,51,.,.,.,.,.,.,.,.,.,,419,.,.,.,.,.,.,.,.,.,132.3,30.3,71.5,21.3,12.5,15.8,36,11,9.6
27,10,538100,28400,682000000,7388,.,.,65400000,65400000,21000,.,.,.,.,20500,0,.,0.04,27,26.8,53.9,11.5,.,1000,18200,1000,.,.,300,10751,.,.,82,101,.,39,53,.,.,.,.,.,.,.,.,.,,432,.,.,.,.,.,.,.,.,.,127.7,28.9,61.4,19.6,12.1,14.2,27.3,9.3,8.2
27,11,552300,28400,869000000,7049,.,.,.,.,23000,.,.,14100,8800,22900,0,.,0.04,.,.,.,.,.,1200,20500,900,.,.,300,11392,.,.,60,111,.,80,64,.,.,.,.,.,.,.,.,.,,380,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
27,12,.,28400,1010000000,6660,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
